FRANCHISE,PLAYER,INJ,SALARY,YEARS,CONTRACT,ROSTER
Atlanta Falcons,"Mayer, Michael LVR TE",,$2.78,1,2023 1.15,ACTIVE_ROSTER
Atlanta Falcons,"Schoonmaker, Luke DAL TE",,$4.10,4,2024 iEXT,ACTIVE_ROSTER
Atlanta Falcons,"McPherson, Evan CIN PK",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Atlanta Falcons,"Smyth, Charlie NOS PK",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Atlanta Falcons,"Fox, Jack DET PN",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Atlanta Falcons,"Kroeger, Kai HOU PN",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Atlanta Falcons,"Caldwell, Jamaree LAC DT",,$1.10,1,2026 ERFA,ACTIVE_ROSTER
Atlanta Falcons,"London, LaCale ATL DT",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Atlanta Falcons,"Madubuike, Nnamdi BAL DT",Questionable,$10.45,1,2025 B/R,ACTIVE_ROSTER
Atlanta Falcons,"Slaton, Tedarrell CIN DT",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Atlanta Falcons,"Sweat, T'Vondre NYJ DT",,$1.23,2,2024 3.19,ACTIVE_ROSTER
Atlanta Falcons,"Green, Mike BAL DE",,$1.57,3,2025 2.16,ACTIVE_ROSTER
Atlanta Falcons,"Walker, Jalon ATL DE",,$1.72,3,2025 2.12,ACTIVE_ROSTER
Atlanta Falcons,"Bethune, Tatum SFO LB",Questionable,$2.10,3,2026 oEXT,ACTIVE_ROSTER
Atlanta Falcons,"Deablo, Divine ATL LB",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Atlanta Falcons,"Greenlaw, Dre SFO LB",,$6.06,1,2025 UFA,ACTIVE_ROSTER
Atlanta Falcons,"Okereke, Bobby FA LB",,$6.48,1,2025 UFA,ACTIVE_ROSTER
Atlanta Falcons,"Kohou, Kader KCC CB",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Atlanta Falcons,"Moss, Riley DEN CB",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Atlanta Falcons,"Porter Jr., Joey PIT CB",,$2.01,1,2026 oEXT,ACTIVE_ROSTER
Atlanta Falcons,"Witherspoon, Devon SEA CB",,$3.70,1,2023 4.08^,ACTIVE_ROSTER
Atlanta Falcons,"Belton, Dane NYJ S",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Atlanta Falcons,"Blankenship, Reed HOU S",,$2.01,3,2026 mEXT,ACTIVE_ROSTER
Atlanta Falcons,"Molden, Elijah LAC S",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Atlanta Falcons,"Okada, Ty SEA S",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Atlanta Falcons,"Gordon, Ollie MIA RB",,$1.04,3,2025 5.09,TAXI_SQUAD
Atlanta Falcons,"Mafah, Phil DAL RB",,$1.07,3,2025 4.18,TAXI_SQUAD
Atlanta Falcons,"Miller, Jam NEP RB",,$0.99,4,2026 5.07,TAXI_SQUAD
Atlanta Falcons,"Allen, Cyrus KCC WR",,$1.00,4,2026 5.01,TAXI_SQUAD
Atlanta Falcons,"Stonehouse, Jack HOU PN",,$0.94,3,2026 UDFA,TAXI_SQUAD
Atlanta Falcons,"Tart, Teair LAC DT",,$1.10,1,2026 R/F,TAXI_SQUAD
Atlanta Falcons,"Uwazurike, Eyioma DEN DT",,$1.10,1,2026 R/F,TAXI_SQUAD
Atlanta Falcons,"Young, Byron PHI DT",,$1.10,1,2026 R/F,TAXI_SQUAD
Atlanta Falcons,"van den Berg, Jordan CHI DT",,$0.94,3,2026 UDFA,TAXI_SQUAD
Atlanta Falcons,"Dennis-Sutton, Dani GBP DE",,$1.07,4,2026 4.11,TAXI_SQUAD
Atlanta Falcons,"Gillotte, Ashton KCC DE",,$1.03,3,2025 5.21,TAXI_SQUAD
Atlanta Falcons,"Height, Romello SFO DE",,$0.98,4,2026 5.15,TAXI_SQUAD
Atlanta Falcons,"Key, Arden IND DE",,$1.10,1,2026 UFA,TAXI_SQUAD
Atlanta Falcons,"Dolac, Shaun LAR LB",Questionable,$1.10,1,2026 UFA,TAXI_SQUAD
Atlanta Falcons,"Dugger, Jaden SFO LB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Atlanta Falcons,"Elliott, Keyshaun CHI LB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Atlanta Falcons,"Jefferson, Justin CLE LB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Atlanta Falcons,"Mauigoa, Francisco NYJ LB",Questionable,$1.10,1,2026 R/F,TAXI_SQUAD
Atlanta Falcons,"Pace, Ivan MIN LB",,$1.10,1,2026 UFA,TAXI_SQUAD
Atlanta Falcons,"Stutsman, Danny NOS LB",,$1.10,1,2026 R/F,TAXI_SQUAD
Atlanta Falcons,"Trotter Jr., Jeremiah PHI LB",,$1.10,1,2026 UFA,TAXI_SQUAD
Atlanta Falcons,"Blackmon, Mekhi IND CB",,$1.10,1,2026 UFA,TAXI_SQUAD
Atlanta Falcons,"Phillips, Andru NYG CB",,$1.03,1,2024 UDFA,TAXI_SQUAD
Atlanta Falcons,"Williams, Nohl KCC CB",,$1.10,1,2026 R/F,TAXI_SQUAD
Atlanta Falcons,"Brown, Sydney ATL S",,$1.10,1,2026 UFA,TAXI_SQUAD
Atlanta Falcons,"Cisco, Andre NYJ S",Questionable,$1.10,1,2026 UFA,TAXI_SQUAD
Atlanta Falcons,"Ramsey, Kamari HOU S",,$0.94,3,2026 UDFA,TAXI_SQUAD
Atlanta Falcons,"Wohler, Hunter IND S",Questionable,$1.10,1,2026 R/F,TAXI_SQUAD
Carolina Panthers,"Allen, Josh BUF QB",,$27.24,1,2021 EXT,ACTIVE_ROSTER
Carolina Panthers,"Jacobs, Josh GBP RB",,$21.20,1,2026 mEXT,ACTIVE_ROSTER
Carolina Panthers,"Judkins, Quinshon CLE RB",Questionable,$4.75,3,2025 1.07,ACTIVE_ROSTER
Carolina Panthers,"Mitchell, Keaton LAC RB",,$6.05,1,2024 RRFA,ACTIVE_ROSTER
Carolina Panthers,"Pacheco, Isiah DET RB",,$5.88,1,2025 SRFA,ACTIVE_ROSTER
Carolina Panthers,"Franklin, Troy DEN WR",,$1.52,2,2024 3.02,ACTIVE_ROSTER
Carolina Panthers,"Golden, Matthew GBP WR",,$2.99,3,2025 1.13,ACTIVE_ROSTER
Carolina Panthers,"Legette, Xavier CAR WR",,$2.28,2,2024 2.02,ACTIVE_ROSTER
Carolina Panthers,"Mitchell, Adonai NYJ WR",,$2.10,2,2024 2.04,ACTIVE_ROSTER
Carolina Panthers,"Pickens, George DAL WR",,$33.75,6,2026 mEXT,ACTIVE_ROSTER
Carolina Panthers,"Pierce, Alec IND WR",Questionable,$20.65,3,2026 oEXT,ACTIVE_ROSTER
Carolina Panthers,"Smith-Njigba, Jaxon SEA WR",,$5.45,1,2023 1.06,ACTIVE_ROSTER
Carolina Panthers,"Worthy, Xavier KCC WR",Questionable,$5.43,2,2024 1.05,ACTIVE_ROSTER
Carolina Panthers,"Fannin, Harold CLE TE",Questionable,$1.51,3,2025 3.02,ACTIVE_ROSTER
Carolina Panthers,"Likely, Isaiah NYG TE",,$4.26,4,2024 iEXT,ACTIVE_ROSTER
Carolina Panthers,"Folk, Nick ATL PK",,$1.10,1,2025 R/F,ACTIVE_ROSTER
Carolina Panthers,"Townsend, Tommy TEN PN",,$2.07,3,2026 oEXT,ACTIVE_ROSTER
Carolina Panthers,"Clark, Kenny DAL DT",,$5.23,1,2024 UFA,ACTIVE_ROSTER
Carolina Panthers,"Collins, Maliek CLE DT",Questionable,$2.30,1,2026 oEXT,ACTIVE_ROSTER
Carolina Panthers,"Hall Jr., Michael CLE DT",Questionable,$1.10,1,2026 UFA,ACTIVE_ROSTER
Carolina Panthers,"Jarrett, Grady CHI DT",,$2.10,1,2026 UFA,ACTIVE_ROSTER
Carolina Panthers,"Oliver, Ed BUF DT",,$7.13,2,2025 UFA,ACTIVE_ROSTER
Carolina Panthers,"Reed, Jarran SEA DT",,$1.10,1,2025 R/F,ACTIVE_ROSTER
Carolina Panthers,"Stills, Dante ARI DT",,$2.04,1,2025 oEXT,ACTIVE_ROSTER
Carolina Panthers,"Walker, Deone BUF DT",,$2.73,6,2026 oEXT,ACTIVE_ROSTER
Carolina Panthers,"Bosa, Joey BUF DE",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Carolina Panthers,"Collins, Zaven ARI DE",,$2.90,1,2025 oEXT,ACTIVE_ROSTER
Carolina Panthers,"Garrett, Myles LAR DE",,$19.60,1,2024 UFA,ACTIVE_ROSTER
Carolina Panthers,"Hunter, Danielle HOU DE",,$10.45,1,2025 UFA,ACTIVE_ROSTER
Carolina Panthers,"Walker, Travon JAC DE",,$10.19,3,2026 oEXT,ACTIVE_ROSTER
Carolina Panthers,"Bernard, Terrel BUF LB",,$3.70,1,2026 UFA,ACTIVE_ROSTER
Carolina Panthers,"McFadden, Micah NYG LB",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Carolina Panthers,"Reese, Arvell NYG LB",,$2.76,4,2026 1.15,ACTIVE_ROSTER
Carolina Panthers,"Rozeboom, Christian TBB LB",,$1.10,1,2026 ERFA,ACTIVE_ROSTER
Carolina Panthers,"Speights, Omar LAR LB",,$2.06,2,2025 oEXT,ACTIVE_ROSTER
Carolina Panthers,"Williams, Quincy CLE LB",,$5.75,1,2025 UFA,ACTIVE_ROSTER
Carolina Panthers,"Gordon, Kyler CHI CB",Questionable,$1.10,1,2026 R/F,ACTIVE_ROSTER
Carolina Panthers,"Green, Renardo SFO CB",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Carolina Panthers,"Jobe, Josh SEA CB",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Carolina Panthers,"Johnson, Taron LVR CB",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Carolina Panthers,"Delpit, Grant CLE S",,$2.98,1,2024 iEXT,ACTIVE_ROSTER
Carolina Panthers,"Martin, Quan WAS S",,$1.84,1,2023 2.11,ACTIVE_ROSTER
Carolina Panthers,"Taylor-Demerson, Dadrion ARI S",,$1.10,1,2026 ERFA,ACTIVE_ROSTER
Carolina Panthers,"Black, Kaelon SFO RB",,$1.04,4,2026 4.15,TAXI_SQUAD
Carolina Panthers,"Cowing, Jacob SFO WR",,$1.08,2,2024 5.10,TAXI_SQUAD
Carolina Panthers,"Washington, Malik MIA WR",,$1.09,2,2024 5.04,TAXI_SQUAD
Carolina Panthers,"Klare, Max LAR TE",,$1.09,4,2026 4.08,TAXI_SQUAD
Carolina Panthers,"McManus, Brandon FA PK",,$1.10,1,2026 R/F,TAXI_SQUAD
Carolina Panthers,"Harris, Zxavian NOS DT",Questionable,$0.94,3,2026 UDFA,TAXI_SQUAD
Carolina Panthers,"Keenan, Tim LAR DT",,$0.94,3,2026 UDFA,TAXI_SQUAD
Carolina Panthers,"Mills, Rylie SEA DT",,$1.10,1,2026 R/F,TAXI_SQUAD
Carolina Panthers,"Hoecht, Michael BUF DE",Questionable,$1.10,1,2026 R/F,TAXI_SQUAD
Carolina Panthers,"Carlies, Jaylon IND LB",,$1.10,1,2026 R/F,TAXI_SQUAD
Carolina Panthers,"Elarms-Orr, Kaleb BUF LB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Carolina Panthers,"Ransaw, Caleb JAC CB",Questionable,$0.99,2,2025 UDFA,TAXI_SQUAD
Carolina Panthers,"Mustapha, Malik SFO S",,$1.03,1,2024 UDFA,TAXI_SQUAD
Carolina Panthers,"Woodson, Craig NEP S",,$0.99,2,2025 UDFA,TAXI_SQUAD
New Orleans Saints,"Dart, Jaxson NYG QB",,$2.35,3,2025 2.02,ACTIVE_ROSTER
New Orleans Saints,"Maye, Drake NEP QB",,$4.04,2,2024 1.08,ACTIVE_ROSTER
New Orleans Saints,"Penix Jr., Michael ATL QB",Questionable,$2.86,2,2024 1.13,ACTIVE_ROSTER
New Orleans Saints,"Charbonnet, Zach SEA RB",Questionable,$2.54,1,2023 2.01,ACTIVE_ROSTER
New Orleans Saints,"Etienne, Travis NOS RB",,$7.32,1,2025 UFA,ACTIVE_ROSTER
New Orleans Saints,"Hampton, Omarion LAC RB",,$9.05,3,2025 1.02,ACTIVE_ROSTER
New Orleans Saints,"Johnson, Kaleb PIT RB",,$3.41,3,2025 1.11,ACTIVE_ROSTER
New Orleans Saints,"Marks, Woody HOU RB",,$1.20,2,2025 3.20,ACTIVE_ROSTER
New Orleans Saints,"Rodriguez, Chris JAC RB",Questionable,$1.10,1,2026 ERFA,ACTIVE_ROSTER
New Orleans Saints,"Doubs, Romeo NEP WR",,$5.30,4,2024 iEXT,ACTIVE_ROSTER
New Orleans Saints,"Higgins, Tee CIN WR",,$19.09,2,2023 iEXT,ACTIVE_ROSTER
New Orleans Saints,"London, Drake ATL WR",Questionable,$19.15,4,2025 iEXT,ACTIVE_ROSTER
New Orleans Saints,"Odunze, Rome CHI WR",,$6.14,2,2024 1.04,ACTIVE_ROSTER
New Orleans Saints,"Pittman, Michael PIT WR",,$8.38,2,2023 iEXT,ACTIVE_ROSTER
New Orleans Saints,"Barner, AJ SEA TE",Questionable,$6.51,3,2026 oEXT,ACTIVE_ROSTER
New Orleans Saints,"Hockenson, T.J. MIN TE",,$11.00,1,2026 mEXT,ACTIVE_ROSTER
New Orleans Saints,"Kmet, Cole CHI TE",,$5.75,1,2025 B/R,ACTIVE_ROSTER
New Orleans Saints,"Otton, Cade TBB TE",,$2.00,1,2026 UFA,ACTIVE_ROSTER
New Orleans Saints,"Schultz, Dalton HOU TE",,$8.18,1,2024 iEXT,ACTIVE_ROSTER
New Orleans Saints,"Strange, Brenton JAC TE",,$4.60,3,2025 iEXT,ACTIVE_ROSTER
New Orleans Saints,"Loop, Tyler BAL PK",,$0.99,2,2025 UDFA,ACTIVE_ROSTER
New Orleans Saints,"Mevis, Harrison LAR PK",,$1.10,1,2026 UFA,ACTIVE_ROSTER
New Orleans Saints,"Dixon, Riley TBB PN",,$1.10,1,2026 R/F,ACTIVE_ROSTER
New Orleans Saints,"Way, Tress WAS PN",,$1.10,1,2026 UFA,ACTIVE_ROSTER
New Orleans Saints,"Barmore, Christian NEP DT",,$13.70,1,2025 UFA,ACTIVE_ROSTER
New Orleans Saints,"Kinlaw, Javon WAS DT",,$2.09,3,2026 oEXT,ACTIVE_ROSTER
New Orleans Saints,"Odighizuwa, Osa SFO DT",Questionable,$2.20,2,2024 oEXT,ACTIVE_ROSTER
New Orleans Saints,"Williams, Quinnen DAL DT",,$14.06,2,2023 UFA,ACTIVE_ROSTER
New Orleans Saints,"Hall, Derick SEA DE",,$3.11,4,2025 iEXT,ACTIVE_ROSTER
New Orleans Saints,"Hendrickson, Trey BAL DE",,$6.00,2,2024 oEXT,ACTIVE_ROSTER
New Orleans Saints,"Oladejo, Oluwafemi TEN DE",Questionable,$1.10,1,2026 UFA,ACTIVE_ROSTER
New Orleans Saints,"Sweat, Josh ARI DE",,$4.38,2,2025 iEXT,ACTIVE_ROSTER
New Orleans Saints,"Thibodeaux, Kayvon NYG DE",,$2.01,3,2026 UFA,ACTIVE_ROSTER
New Orleans Saints,"Tuimoloau, JT IND DE",,$3.14,3,2026 oEXT,ACTIVE_ROSTER
New Orleans Saints,"Tuipulotu, Tuli LAC DE",,$3.51,4,2025 iEXT,ACTIVE_ROSTER
New Orleans Saints,"Young, Chase NOS DE",,$5.40,3,2026 mEXT,ACTIVE_ROSTER
New Orleans Saints,"Carter, Barrett CIN LB",,$0.99,2,2025 UDFA,ACTIVE_ROSTER
New Orleans Saints,"Jones, Ernest SEA LB",,$3.75,2,2023 iEXT,ACTIVE_ROSTER
New Orleans Saints,"To'oTo'o, Henry HOU LB",,$2.00,1,2026 UFA,ACTIVE_ROSTER
New Orleans Saints,"Campbell, Tyson CLE CB",,$3.40,4,2026 UFA,ACTIVE_ROSTER
New Orleans Saints,"Murphy, Byron MIN CB",,$3.10,1,2026 UFA,ACTIVE_ROSTER
New Orleans Saints,"Newsome, Greg NYG CB",,$1.10,1,2026 R/F,ACTIVE_ROSTER
New Orleans Saints,"Porter, Darien LVR CB",,$1.10,1,2026 UFA,ACTIVE_ROSTER
New Orleans Saints,"Revel, Shavon DAL CB",,$1.10,1,2026 ERFA,ACTIVE_ROSTER
New Orleans Saints,"Riley, Quincy NOS CB",,$1.10,1,2026 UFA,ACTIVE_ROSTER
New Orleans Saints,"Bryant, Coby CHI S",,$4.02,3,2026 oEXT,ACTIVE_ROSTER
New Orleans Saints,"Cook, Bryan CIN S",,$2.01,2,2026 UFA,ACTIVE_ROSTER
New Orleans Saints,"Curl, Kamren LAR S",,$2.88,2,2024 oEXT,ACTIVE_ROSTER
New Orleans Saints,"Hickman, Ronnie CLE S",,$1.10,1,2025 R/F,ACTIVE_ROSTER
New Orleans Saints,"Thompson, Jalen DAL S",Questionable,$2.47,2,2026 UFA,ACTIVE_ROSTER
New Orleans Saints,"Leonard, Riley IND QB",,$0.99,2,2025 UDFA,TAXI_SQUAD
New Orleans Saints,"Nussmeier, Garrett KCC QB",,$0.94,3,2026 UDFA,TAXI_SQUAD
New Orleans Saints,"Payton, Cole PHI QB",,$0.94,3,2026 UDFA,TAXI_SQUAD
New Orleans Saints,"Chubb, Nick FA RB",,$1.10,1,2026 R/F,TAXI_SQUAD
New Orleans Saints,"Shipley, Will PHI RB",,$1.09,1,2024 5.08,TAXI_SQUAD
New Orleans Saints,"Douglas, Caleb MIA WR",Questionable,$1.22,4,2026 3.15,TAXI_SQUAD
New Orleans Saints,"Stribling, De'Zhaun SFO WR",,$2.20,4,2026 2.04,TAXI_SQUAD
New Orleans Saints,"All, Erick CIN TE",Questionable,$1.08,2,2024 5.20,TAXI_SQUAD
New Orleans Saints,"Cuevas, Josh BAL TE",,$0.94,3,2026 UDFA,TAXI_SQUAD
New Orleans Saints,"Roush, Sam CHI TE",,$0.94,3,2026 UDFA,TAXI_SQUAD
New Orleans Saints,"Alexander, Darius NYG DT",,$1.10,1,2026 ERFA,TAXI_SQUAD
New Orleans Saints,"Booker, Thomas LVR DT",,$1.10,1,2026 R/F,TAXI_SQUAD
New Orleans Saints,"Franklin-Myers, John TEN DT",,$1.10,1,2026 R/F,TAXI_SQUAD
New Orleans Saints,"Jackson, Darrell NYJ DT",,$0.94,3,2026 UDFA,TAXI_SQUAD
New Orleans Saints,"McClellan, Chris GBP DT",,$0.94,3,2026 UDFA,TAXI_SQUAD
New Orleans Saints,"Onyedim, Tyler DEN DT",,$0.94,3,2026 UDFA,TAXI_SQUAD
New Orleans Saints,"Phillips, Jordan MIA DT",,$1.10,1,2026 R/F,TAXI_SQUAD
New Orleans Saints,"Roach, Malcolm DEN DT",,$1.10,1,2026 ERFA,TAXI_SQUAD
New Orleans Saints,"Miller, Von WAS DE",,$1.10,1,2026 R/F,TAXI_SQUAD
New Orleans Saints,"Reddick, Haason TBB DE",,$1.10,1,2026 R/F,TAXI_SQUAD
New Orleans Saints,"Stewart, Shemar CIN DE",,$1.25,2,2025 3.15,TAXI_SQUAD
New Orleans Saints,"Kiser, Jack JAC LB",Questionable,$0.99,2,2025 UDFA,TAXI_SQUAD
New Orleans Saints,"Perryman, Denzel LAC LB",,$1.10,1,2026 R/F,TAXI_SQUAD
New Orleans Saints,"Davis, Tacario CIN CB",,$0.94,3,2026 UDFA,TAXI_SQUAD
New Orleans Saints,"Diggs, Trevon FA CB",,$1.10,1,2026 R/F,TAXI_SQUAD
Tampa Bay Buccaneers,"Huntley, Tyler BAL QB",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Jackson, Lamar BAL QB",,$37.58,5,2026 oEXT,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Allen, Kaytron WAS RB",,$1.18,4,2026 3.18,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Barkley, Saquon PHI RB",,$31.35,2,2026 UFA,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Blue, Jaydon DAL RB",,$1.49,3,2025 3.03,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Claiborne, Demond MIN RB",,$1.59,4,2026 2.15,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Harvey, RJ DEN RB",,$2.70,3,2025 1.15,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Kamara, Alvin NOS RB",,$16.72,1,2025 UFA,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Mason, Jordan MIN RB",,$8.36,1,2025 UFA,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Montgomery, David HOU RB",,$17.10,2,2026 UFA,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Tucker, Sean TBB RB",,$3.67,2,2026 ORFA5,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Addison, Jordan MIN WR",,$4.48,1,2023 1.08,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Brown, Marquise PHI WR",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Nabers, Malik NYG WR",Questionable,$7.02,2,2024 1.03,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Nacua, Puka LAR WR",,$5.81,1,2023 3.10^,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Thornton, Tyquan KCC WR",,$2.10,1,2026 UFA,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Andrews, Mark BAL TE",,$3.04,2,2026 UFA,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Sadiq, Kenyon NYJ TE",Questionable,$4.13,4,2026 1.09,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Bates, Jake DET PK",,$1.10,1,2026 ERFA,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Rehkow, Ryan CIN PN",,$1.10,1,2026 ERFA,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Durden, Cory NEP DT",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Jones, Travis BAL DT",,$3.71,4,2026 oEXT,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Joseph-Day, Sebastian PIT DT",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Phillips, Harrison NYJ DT",,$1.20,1,2026 UFA,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Anudike-Uzomah, Felix KCC DE",Questionable,$1.57,1,2023 3.03,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Hines-Allen, Josh JAC DE",,$16.45,1,2022 iEXT,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Jones, Dre'Mont NEP DE",,$3.72,1,2023 oEXT,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Nwosu, Uchenna SEA DE",,$4.14,1,2024 UFA,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Verse, Jared CLE DE",,$2.19,2,2024 2.03,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Dennis, SirVocea TBB LB",,$4.10,5,2026 oEXT,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Gray, Cedric TEN LB",,$1.19,1,2024 4.03,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Rodriguez, Jacob MIA LB",,$2.05,4,2026 2.06,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Thomas, Drake SEA LB",,$2.10,1,2026 UFA,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Warner, Fred SFO LB",,$10.20,4,2026 mEXT,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Douglas, Rasul WAS CB",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Forbes, Emmanuel LAR CB",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Jackson, Donte LAC CB",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Johnson, Jaylon CHI CB",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Watson, Jaylen LAR CB",,$2.50,1,2026 UFA,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Battle, Jordan CIN S",,$5.81,1,2023 3.14^,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Bishop, Cole BUF S",Questionable,$1.32,2,2024 3.12,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Kinchens, Kamren LAR S",,$1.11,2,2024 4.17,ACTIVE_ROSTER
Tampa Bay Buccaneers,"Smith, Tykee TBB S",,$1.12,2,2024 4.14,ACTIVE_ROSTER
Tampa Bay Buccaneers,"King, Haynes CAR QB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Tampa Bay Buccaneers,"Pavia, Diego BAL QB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Tampa Bay Buccaneers,"Brooks, Tahj CIN RB",,$1.03,3,2025 5.13,TAXI_SQUAD
Tampa Bay Buccaneers,"Estime, Audric NOS RB",,$1.10,1,2026 R/F,TAXI_SQUAD
Tampa Bay Buccaneers,"Hunt, Kareem FA RB",,$1.10,1,2025 R/F,TAXI_SQUAD
Tampa Bay Buccaneers,"Ott, Jaydn KCC RB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Tampa Bay Buccaneers,"Smith, Brashard KCC RB",,$1.03,3,2025 5.15,TAXI_SQUAD
Tampa Bay Buccaneers,"Atwell, Tutu MIA WR",,$1.10,1,2026 R/F,TAXI_SQUAD
Tampa Bay Buccaneers,"Benson, Malik LVR WR",,$0.94,3,2026 UDFA,TAXI_SQUAD
Tampa Bay Buccaneers,"Burks, Deion IND WR",,$0.99,4,2026 5.08,TAXI_SQUAD
Tampa Bay Buccaneers,"Coleman, Kevin MIA WR",,$0.94,3,2026 UDFA,TAXI_SQUAD
Tampa Bay Buccaneers,"Dortch, Greg DET WR",,$1.10,1,2026 UFA,TAXI_SQUAD
Tampa Bay Buccaneers,"Dotson, Jahan ATL WR",,$1.10,1,2026 R/F,TAXI_SQUAD
Tampa Bay Buccaneers,"Law, Kendrick DET WR",IR,$0.94,3,2026 UDFA,TAXI_SQUAD
Tampa Bay Buccaneers,"Montgomery, Tyren TEN WR",,$0.94,3,2026 UDFA,TAXI_SQUAD
Tampa Bay Buccaneers,"Virgil, Reggie ARI WR",,$0.99,4,2026 5.06,TAXI_SQUAD
Tampa Bay Buccaneers,"Helm, Gunnar TEN TE",,$0.99,2,2025 UDFA,TAXI_SQUAD
Tampa Bay Buccaneers,"Orange, Domonique MIN DT",,$0.94,3,2026 UDFA,TAXI_SQUAD
Tampa Bay Buccaneers,"Louis, Kyle MIA LB",,$1.04,4,2026 4.16,TAXI_SQUAD
Tampa Bay Buccaneers,"York, Taurean DEN LB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Tampa Bay Buccaneers,"Banks, Deonte NYG CB",,$1.10,1,2026 UFA,TAXI_SQUAD
Arizona Cardinals,"Lawrence, Trevor JAC QB",,$18.84,3,2024 iEXT,ACTIVE_ROSTER
Arizona Cardinals,"Ward, Cam TEN QB",,$5.92,3,2025 1.05,ACTIVE_ROSTER
Arizona Cardinals,"Ford, Jerome WAS RB",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Arizona Cardinals,"Gibbs, Jahmyr DET RB",,$7.93,1,2023 1.03,ACTIVE_ROSTER
Arizona Cardinals,"McCaffrey, Christian SFO RB",,$30.00,1,2026 mEXT,ACTIVE_ROSTER
Arizona Cardinals,"Singleton, Nicholas TEN RB",,$1.46,4,2026 3.03,ACTIVE_ROSTER
Arizona Cardinals,"Bateman, Rashod BAL WR",Questionable,$5.00,3,2024 iEXT,ACTIVE_ROSTER
Arizona Cardinals,"Coleman, Keon BUF WR",,$3.22,2,2024 1.11,ACTIVE_ROSTER
